PWSID,Water System Name,Groundwater,Surface Water,Purchased,Total,Count of Source Types,Presence of Interties,Number of Interties,Risk Score,Percent Rank (rank of a score as a percentage),Percent In Basin,
CA5500149,COLUMBIA MOBILE HOME PARK,1,0,0,1,1,N,None,71.62,90.20%,0.00%,
CA0706029,EXCELSIOR MIDDLE SCHOOL,1,0,0,1,1,N,None,55.20,51.70%,0.00%,
CA0900585,GINGER MOUNTAIN LODGE,1,0,0,1,1,N,None,63.07,73.40%,0.00%,
CA1400019,ROUND VALLEY SCHOOL,1,0,0,1,1,N,None,61.03,68.30%,0.00%,
CA4400850,THE WILLOWS RESORT,1,0,0,1,1,N,None,83.53,98.40%,0.00%,
CA0900404,"OAKLANE MOBILE VILLAGE, LLC.",1,0,0,1,1,N,None,72.51,91.60%,0.00%,
CA1805004,CDCR-HIGH DESERT STATE PRISON,7,0,0,7,1,N,None,49.57,35.50%,0.00%,
CA1000267,KINGS CANYON MOBILE HOME PARK,3,0,0,3,1,N,None,67.05,81.60%,0.00%,
CA2910001,CITY OF GRASS VALLEY,0,1,0,1,1,N,None,60.72,67.80%,0.00%,
CA3110035,WEIMAR WATER COMPANY,0,1,0,1,1,N,None,55.07,51.30%,0.00%,
CA4900796,SANTA ROSA MOBILE ESTATES,3,0,0,3,1,N,None,57.05,57.60%,0.00%,
CA5800805,LAKE FRANCIS MUTUAL WATER COMPANY,2,0,0,2,1,N,None,56.53,55.70%,0.00%,
CA1000063,NEW AUBERRY WATER ASSOCIATION,2,0,0,2,1,N,None,53.92,48.40%,0.00%,
CA3910701,"DEFENSE DISTRIB. DEPOT, SHARPE SITE",2,0,0,2,1,N,None,47.71,30.20%,0.00%,
CA3600222,JUNIPER RIVIERA CWD,3,0,0,3,1,N,None,42.60,20.10%,0.00%,
CA5601125,COMMUNITY MUTUAL WATER CO,2,0,0,2,1,N,None,49.99,36.90%,100.00%,
CA5200503,MINERAL COUNTY WATER DISTRICT,2,1,0,3,2,N,None,39.01,12.90%,0.00%,
CA4900893,WEST WATER COMPANY (PUC),1,0,0,1,1,N,None,55.24,51.80%,0.00%,
CA3110043,MADDEN CREEK WATER COMPANY,1,0,0,1,1,N,None,60.05,65.90%,0.00%,
CA3200134,BLAIRSDEN WATER USERS ASSN,1,0,0,1,1,N,None,59.17,63.50%,0.00%,
CA4300578,ANGELO LANE WATER COMPANY,1,0,0,1,1,N,None,53.77,48.00%,69.97%,
CA4500200,AMBERWOOD MOBILE HOME PARK,1,0,0,1,1,N,None,55.00,51.10%,0.00%,
CA3500579,VINEYARD ESTATES MWC,1,0,0,1,1,N,None,48.09,31.40%,0.00%,
CA4900644,BRIDGEHAVEN PARK,0,2,0,2,1,N,None,53.49,47.10%,0.00%,
CA0300037,JACKSON VALLEY IRRIGATION DISTRICT,0,2,0,2,1,N,None,53.09,46.10%,0.00%,
CA3110040,PLACER CWA - BIANCHI ESTATES,0,0,1,1,1,Y,1,DWR Not Assessed,DWR Not Assessed,100.00%,
CA5010035,CITY OF MODESTO - CENTRAL TURLOCK,0,0,1,1,1,Y,1,DWR Not Assessed,DWR Not Assessed,100.00%,
CA3610854,SEARLES VALLEY MINERALS OPERATIONS INC,5,0,0,5,1,N,None,28.70,4.70%,0.00%,
CA2410018,SANTA NELLA COUNTY WATER DISTRICT,1,1,0,2,2,N,None,34.18,7.10%,100.00%,
CA2900531,CREEKSIDE VILLAGE,1,0,0,1,1,N,None,69.21,86.30%,0.00%,
CA4300831,MT. EDEN MUTUAL WATER COMPANY,0,0,1,1,1,Y,1,41.08,17.10%,100.00%,
CA1100203,ARTOIS COMMUNITY S.D.,2,0,0,2,1,N,None,41.97,18.80%,100.00%,
CA3910024,SAN JOAQUIN COUNTY - WILKINSON MANOR,2,0,0,2,1,N,None,46.23,27.00%,100.00%,
CA2300644,WOODSIDE RV PARK,5,0,0,5,1,N,None,74.85,94.70%,0.00%,
CA3900624,IL VINETO,2,0,0,2,1,N,None,50.48,38.30%,100.00%,
CA5000013,OID #45,2,0,0,2,1,N,None,50.30,37.60%,100.00%,
CA2310012,IRISH BEACH WATER DISTRICT,2,2,0,4,2,N,None,36.02,8.70%,0.00%,
CA2810004,"ST. HELENA, CITY OF",2,1,1,4,3,Y,1,23.54,3.10%,79.63%,
CA2110007,COAST SPRINGS - CAL. WATER SERVICE (PUC),9,1,0,10,2,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5601117,SENIOR CANYON MUTUAL WATER CO,1,1,1,3,3,Y,1,40.67,16.40%,36.43%,
CA5610010,CAL AMERICAN WC - RIO PLAZA,2,0,0,2,1,N,None,33.89,6.90%,100.00%,
CA3610110,ARROWBEAR PARK CWD,5,0,0,5,1,N,None,52.83,45.10%,0.00%,
CA4200580,SAN MARCOS TROUT CLUB,3,0,0,3,1,N,None,36.46,9.20%,0.00%,
CA5200570,SURREY VILLAGE WATER CO. INC.,2,0,0,2,1,N,None,51.06,40.00%,0.00%,
CA5400934,PONDEROSA CSD,4,0,0,4,1,N,None,55.47,52.80%,0.00%,
CA5410034,DEL ORO CALIFORNIA PINES DISTRICT,4,0,0,4,1,N,None,51.66,41.40%,0.00%,
CA0706004,OAKLEY MUTUAL WATER COMPANY,2,0,0,2,1,N,None,41.22,17.40%,0.00%,
CA4900788,EL CRYSTAL MOBILE HOME PARK,2,0,0,2,1,N,None,51.26,40.50%,0.00%,
CA4900799,EL PORTAL MOBILE ESTATES,2,0,0,2,1,N,None,54.78,50.60%,0.00%,
CA3710011,JACUMBA COMMUNITY SD,3,0,0,3,1,N,None,49.81,36.30%,0.00%,
CA0900300,KYBURZ MUTUAL WATER SYSTEM,1,1,0,2,2,N,None,63.13,73.50%,0.00%,
CA4900789,BLUE SPRUCE MOBILE HOME PARK,1,0,0,1,1,N,None,59.84,65.40%,0.00%,
CA4900797,NORTH STAR MOBILE HOME PARK,1,0,0,1,1,N,None,52.02,42.40%,0.00%,
CA5401026,DEER MEADOW MUTUAL,1,0,0,1,1,N,None,63.38,74.20%,0.00%,
CA4500290,PINE GROVE MOBILEHOME PARK,1,0,0,1,1,N,None,59.42,64.00%,0.00%,
CA0300019,FIDDLETOWN COMMUNITY SERVICE,1,0,0,1,1,N,None,59.88,65.40%,0.00%,
CA2210924,YOSEMITE WEST WATER SYSTEM,1,0,0,1,1,N,None,63.19,73.70%,0.00%,
CA1900649,GOLDEN SANDS MOBILE HOME PARK,1,0,0,1,1,N,None,62.83,72.90%,0.00%,
CA1210024,WESTHAVEN C.S.D.,1,4,0,5,2,N,None,26.05,4.00%,0.00%,
CA1500553,RANCHOS DEL RIO,2,0,0,2,1,N,None,57.46,58.70%,100.00%,
CA3701780,RICHARDSON BEARDSLEY PARK INC.,2,0,0,2,1,N,None,73.24,93.20%,0.00%,
CA0510002,CALAVERAS PUD,0,1,0,1,1,N,None,64.05,75.60%,0.00%,
CA3110009,MEADOW VISTA CWD,0,1,0,1,1,N,None,68.65,85.40%,0.00%,
CA2700523,CALERA CANYON HEIGHTS HOA,3,0,0,3,1,N,None,63.74,75.00%,0.00%,
CA1400026,RAWSON CREEK MUTUAL WATER COMPANY,2,0,0,2,1,N,None,65.93,79.20%,0.00%,
CA3701961,PINE VALLEY TRAILER PARK,2,0,0,2,1,N,None,67.23,81.90%,0.00%,
CA3900714,SUNNYSIDE ESTATES WATER SYSTEM,0,0,1,1,1,Y,1,56.21,54.70%,100.00%,
CA2800527,LINDA FALLS TERRACE MUTUAL,1,0,0,1,1,N,None,65.61,78.70%,0.00%,
CA4500247,WEST COTTONWOOD APARTMENTS,1,0,0,1,1,N,None,68.22,84.50%,0.00%,
CA3701184,BUTTERFIELD RANCH,1,0,0,1,1,N,None,68.34,84.80%,0.00%,
CA2700503,ASSISI MWC,1,0,0,1,1,N,None,64.65,77.00%,0.00%,
CA1500542,WILLOW SPRINGS MOBILE HOME PARK,1,0,0,1,1,N,None,65.44,78.40%,0.00%,
CA3000618,LIBERTY PARK WATER ASSOCIATION,1,0,0,1,1,N,None,67.02,81.40%,0.00%,
CA5000049,LONE PINE MHP,2,0,0,2,1,N,None,46.38,27.50%,100.00%,
CA5000055,OLIVE LANE MOBILEHOME PARK,2,0,0,2,1,N,None,49.94,36.70%,100.00%,
CA3110033,CASTLE CITY MHP,0,0,1,1,1,Y,1,61.63,69.90%,0.00%,
CA4901346,DELORES LANE WATER SYSTEM,2,0,0,2,1,N,None,55.32,52.00%,0.00%,
CA3400125,FREEPORT MARINA,3,0,0,3,1,N,None,48.91,33.50%,100.00%,
CA0500091,RITE OF PASSAGE/SIERRA RIDGE,3,1,0,4,2,N,None,59.76,65.20%,0.00%,
CA4100522,REDWOOD GLEN CAMP & CONFERENCE CTR,0,2,0,2,1,N,None,53.95,48.40%,0.00%,
CA2702148,ASOLEADO MWC,5,0,0,5,1,N,None,53.23,46.50%,0.00%,
CA1310005,"HOLTVILLE, CITY OF",0,0,1,1,1,Y,1,33.55,6.90%,0.00%,
CA4100533,SKYLONDA MUTUAL,3,2,1,6,3,Y,1,42.38,19.70%,0.00%,
CA5010021,DENAIR COMMUNITY SERVICES DISTRICT,4,0,0,4,1,N,None,41.58,18.00%,100.00%,
CA4010010,SAN MIGUEL COMMUNITY SERVICES DISTRICT,3,0,0,3,1,N,None,41.14,17.30%,100.00%,
CA4300546,SIERRA ROAD IMPROVEMENT ASSOCIATION INC,0,0,1,1,1,Y,1,38.79,12.60%,0.00%,
CA4900846,ROLLING OAKS ROAD ASSOCIATION,2,0,0,2,1,N,None,44.32,23.40%,0.00%,
CA2702554,HIDDEN CANYON RANCH MWC,2,0,0,2,1,N,None,40.35,15.70%,0.00%,
CA2000647,JOHN HOVANNISIAN WATER SYSTEM,2,0,0,2,1,N,None,67.22,81.90%,0.00%,
CA1500364,KERNVALE MUTUAL WATER CO,0,0,1,1,1,Y,1,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1910243,CALIFORNIA WATER SERVICE CO-LEONA VALLEY,2,0,1,3,2,Y,1,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1910249,WHITE FENCE FARMS MWC NO. 1,2,0,1,3,2,Y,1,21.31,2.20%,0.00%,
CA0400091,DEL ORO WATER COMPANY - BUZZTAIL DIST.,1,0,0,1,1,N,None,57.19,57.90%,0.00%,
CA1500448,HILLVIEW ACRES MUTUAL WATER COMPANY,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2702004,CAL AM WATER COMPANY - RALPH LANE,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3500550,SAN JUSTO MUTUAL WATER COMPANY,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5510025,TUD - PHOENIX LAKE PARK,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3000825,SOUTH MIDWAY CITY MUTUAL WATER CO.,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4500194,VILLAGE GREEN,1,0,0,1,1,N,None,58.00,60.20%,0.00%,
CA4900608,SIX ACRES WATER COMPANY,1,0,0,1,1,N,None,59.12,63.20%,0.00%,
CA5200600,GURNSEY AVENUE MUTUAL WATER SYSTEM,1,0,0,1,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1510038,BEAR VALLEY CSD,7,0,0,7,1,N,None,59.76,65.10%,1.37%,
CA5110001,CITY OF LIVE OAK,5,0,0,5,1,N,None,55.75,53.50%,0.00%,
CA1000426,RIVERBEND MOBILE HOME & RV PARK,2,0,0,2,1,N,None,44.86,24.40%,100.00%,
CA2710006,CAL AM WATER COMPANY - AMBLER PARK,3,0,0,3,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA0400008,GRAN MUTUAL WATER CO,2,0,0,2,1,N,None,50.65,38.70%,100.00%,
CA4810024,SID - BLUE RIDGE OAKS,0,0,1,1,1,Y,1,40.68,16.50%,0.00%,
CA4300563,MT. PLEASANT WATER USERS ASSOCIATION,0,0,1,1,1,Y,1,44.77,24.10%,0.00%,
CA3900702,CORRAL HOLLOW PWS,2,0,0,2,1,N,None,56.06,54.20%,0.00%,
CA3600166,MILL CREEK MSC,2,0,0,2,1,N,None,63.84,75.20%,0.00%,
CA2310007,NORTH GUALALA WATER COMPANY,2,2,0,4,2,N,None,52.17,42.90%,0.00%,
CA5602406,RIO SCHOOL DIST/RIO DEL VALLE SCHOOL,0,0,1,1,1,Y,1,DWR Not Assessed,DWR Not Assessed,0.00%,
CA5602408,RIO SCHOOL DIST/ RIO REAL SCHOOL,0,0,1,1,1,Y,1,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2300705,LITTLE LAKE MOBILE HOME PARK,1,0,0,1,1,N,None,68.26,84.70%,0.00%,
CA1700610,BELLA LAGO MOBILE HOME PARK,1,0,0,1,1,N,None,69.41,86.60%,0.00%,
CA0400155,BIGGERS GLEN MUTUAL WATER CO,1,0,0,1,1,N,None,68.59,85.30%,0.00%,
CA0300062,HOPE FOUNDATION/MORIAH HEIGHTS,1,0,0,1,1,N,None,64.93,77.30%,0.00%,
CA1700674,WALNUT COVE MOBILE ESTATES,1,0,0,1,1,N,None,66.92,81.10%,0.00%,
CA4900587,BRAND WATER COMPANY,1,0,0,1,1,N,None,67.01,81.30%,0.00%,
CA5400550,SEVILLE WATER COMPANY,2,0,0,2,1,N,None,62.31,71.70%,100.00%,
CA3900722,MORADA ESTATES PWS,2,0,0,2,1,N,None,56.48,55.50%,100.00%,
CA1010030,TRANQUILLITY IRRIGATION DISTRICT,3,0,0,3,1,N,None,56.31,54.90%,0.00%,
CA1400034,KEOUGH'S HOT SPRINGS,2,0,0,2,1,N,None,56.19,54.60%,0.00%,
CA1500578,LONG CANYON WATER COMPANY CORP.,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2701280,NEPENTHE WS,1,1,0,2,2,N,None,50.38,37.90%,0.00%,
CA1210011,REDWAY C.S.D.,0,1,0,1,1,N,None,51.58,41.10%,0.00%,
CA2910002,CITY OF NEVADA CITY,0,1,0,1,1,N,None,59.61,64.60%,0.00%,
CA3210005,GRAEAGLE WATER COMPANY,0,1,0,1,1,N,None,57.31,58.20%,0.00%,
CA5810006,NORTH YUBA WATER DISTRICT,0,1,0,1,1,N,None,56.19,54.50%,0.00%,
CA0510001,UNION PUBLIC UTILITY DISTRICT,0,1,0,1,1,N,None,55.07,51.30%,0.00%,
CA3110034,CHRISTIAN VALLEY PARK CSD,0,1,0,1,1,N,None,51.81,41.80%,0.00%,
CA3301775,HIGH VALLEYS WATER DISTRICT,0,0,1,1,1,Y,1,50.05,37.10%,0.00%,
CA1510033,CWS - KERNVILLE,4,1,0,5,2,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1310007,HEBER PUBLIC UTILITY DISTRICT,0,0,2,2,1,Y,2,22.30,2.70%,0.00%,
CA4500107,ZUFALL'S MOBILEHOME PARK,3,0,0,3,1,N,None,52.39,43.70%,0.00%,
CA3205006,GRIZZLY RANCH CSD,3,0,0,3,1,N,None,51.75,41.60%,0.00%,
CA3205003,GOLD MOUNTAIN CSD,5,0,0,5,1,N,None,48.18,31.80%,0.00%,
CA2000501,BASS LAKE ANNEX 3,2,0,0,2,1,N,None,62.04,70.70%,0.00%,
CA5000005,CROWS LANDING COMM SVC DISTRICT,2,0,0,2,1,N,None,67.42,82.30%,100.00%,
CA4810013,RURAL NORTH VACAVILLE WATER DISTRICT,2,0,0,2,1,N,None,33.90,7.00%,39.15%,
CA1300588,IID VILLAGE,2,0,0,2,1,N,None,48.61,32.60%,0.00%,
CA1910066,LEISURE LAKE MOBILE ESTATES,2,0,0,2,1,N,None,43.92,22.40%,0.00%,
CA2910011,PLAVADA COMMUNITY ASSOCIATION,3,0,0,3,1,N,None,58.26,60.90%,0.00%,
CA3301381,CSA 51,2,0,0,2,1,N,None,34.31,7.30%,0.00%,
CA4000654,RESTHAVEN MOBILE HOME PARK,2,0,0,2,1,N,None,58.68,62.00%,0.00%,
CA4900798,"MOUNTAIN VIEW MOBILE ESTATES, LLC",2,0,0,2,1,N,None,39.09,13.10%,0.00%,
CA3600012,APPLE VALLEY VIEW MWC,2,0,0,2,1,N,None,40.36,15.80%,0.00%,
CA4900791,WESTERN MOBILE HOME PARK,2,0,0,2,1,N,None,55.46,52.70%,0.00%,
CA3701793,TWIN LAKES RESORT,3,0,0,3,1,N,None,44.32,23.40%,0.00%,
CA4300760,SANTA TERESA MEADOWS WATER COMPANY,2,0,1,3,2,Y,1,13.53,0.50%,100.00%,
CA4000803,RANCHO SALINAS  MBWC,2,0,0,2,1,N,None,42.18,19.10%,100.00%,
CA1000021,FCSA #05/WILDWOOD ISLAND,2,0,0,2,1,N,None,56.57,55.90%,100.00%,
CA2000509,CASCADEL MUTUAL WATER SYSTEM,4,0,1,5,2,Y,1,34.31,7.30%,0.00%,
CA0600012,COLUSA CO. SERVICE AREA #1-CENTURY RANCH,3,1,0,4,2,N,None,28.88,4.80%,100.00%,
CA0400123,HUMBOLDT HIGHLANDS MUTUAL,1,0,0,1,1,N,None,60.50,67.30%,0.00%,
CA1900636,EL RANCHO MOBILE HOME PARK,1,0,0,1,1,N,None,61.69,70.10%,0.00%,
CA3500912,COMSTOCK MUTUAL WATER COMPANY,1,0,0,1,1,N,None,50.98,39.60%,0.00%,
CA4900665,RUSSIAN RIVER MUTUAL WATER CO.,1,0,0,1,1,N,None,55.41,52.50%,0.00%,
CA3600399,PARADISE MOBILE ESTATES,1,0,0,1,1,N,None,53.73,47.90%,0.00%,
CA0707553,RIVERVIEW MOBILE HOMES,1,0,0,1,1,N,None,60.58,67.40%,0.00%,
CA0707572,BETHEL ISLAND MUTUAL WATER CO,1,0,0,1,1,N,None,54.23,49.20%,0.00%,
CA0900308,QUINTETTE SERVICE CORP WATER,1,0,0,1,1,N,None,62.55,72.40%,0.00%,
CA2300837,YOKAYO TRIBE OF INDIANS,1,0,0,1,1,N,None,52.10,42.80%,0.00%,
CA4500012,CASCADE RACQUET CLUB MUTUAL WATER,1,0,0,1,1,N,None,52.89,45.20%,0.00%,
CA1910035,KINNELOA IRRIGATION DIST.,7,0,0,7,1,N,None,55.06,51.20%,0.00%,
CA5700571,MADISON SERVICE DIST,2,0,0,2,1,N,None,45.36,25.10%,100.00%,
CA1500563,CHINA LAKE ACRES MUTUAL WATER COMPANY,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,100.00%,
CA4900563,MISSION HIGHLANDS MUTUAL WATER CO.,3,0,0,3,1,N,None,47.23,29.60%,0.00%,
CA1200588,SEAWOOD ESTATES MUTUAL WATER COMPANY,0,2,0,2,1,N,None,39.51,14.00%,0.00%,
CA4000808,MONTE SERENO MUTUAL BENEFIT WATER,2,0,0,2,1,N,None,46.32,27.20%,0.00%,
CA3110013,TAHOE CEDARS WATER COMPANY,1,0,0,1,1,N,None,54.38,49.70%,0.00%,
CA3110150,CALAM - WEST PLACER,0,0,1,1,1,Y,1,DWR Not Assessed,DWR Not Assessed,100.00%,
CA5500040,BLUEBELL VALLEY MWC,3,0,0,3,1,N,None,64.23,76.10%,0.00%,
CA1500465,OAK KNOLLS MUTUAL WATER COMPANY,3,0,0,3,1,N,None,67.94,84.00%,0.00%,
CA3901113,WALNUT ACRES,2,0,0,2,1,N,None,58.15,60.70%,100.00%,
CA4900508,"CAZADERO WATER COMPANY, INC. (PUC)",5,0,0,5,1,N,None,50.11,37.10%,0.00%,
CA0410009,DEL ORO WATER CO.-MAGALIA,2,0,0,2,1,N,None,48.80,33.10%,0.00%,
CA2700731,Z RANCH MWC,5,0,0,5,1,N,None,52.73,44.70%,0.00%,
CA4700513,HORNBROOK C.S.D.,3,0,0,3,1,N,None,67.74,83.20%,0.00%,
CA1500535,MANON MANOR MUTUAL WATER COMPANY,1,0,1,2,2,Y,1,35.99,8.70%,100.00%,
CA3610009,BIGHORN - DESERT VIEW WATER AGENCY,6,0,0,6,1,N,None,32.41,6.50%,0.00%,
CA2700970,ROYAL SIERRA ESTATES WS,2,0,0,2,1,N,None,54.92,50.80%,0.00%,
CA2010014,CAL AM - GOLDSIDE,6,0,0,6,1,N,None,52.99,45.70%,0.00%,
CA4400625,VISTA ROBLES ASSOCIATION,2,0,0,2,1,N,None,49.68,35.80%,0.00%,
CA3702754,RANCHO CORRIDO RV RESORT,2,0,0,2,1,N,None,54.40,49.80%,0.00%,
CA1400027,CARTAGO MUTUAL WATER COMPANY,2,0,0,2,1,N,None,61.58,69.80%,0.00%,
CA1510025,STALLION SPRINGS CSD,5,0,0,5,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA2700594,HIDDEN VALLEY WA,2,0,0,2,1,N,None,64.46,76.70%,0.00%,
CA0900309,MOUNTAIN CREEK SCHOOL,3,0,0,3,1,N,None,58.92,62.90%,0.00%,
CA2800593,R RANCH AT THE LAKE,3,0,0,3,1,N,None,66.80,80.80%,0.00%,
CA2300785,LEGGETT VALLEY SCHOOL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4000554,GREEN RIVER MUTUAL WATER CO.,3,0,0,3,1,N,None,46.91,28.70%,100.00%,
CA2000521,BROADVIEW TERRACE MUTUAL WATER COMPANY,4,0,1,5,2,Y,1,29.11,5.00%,0.00%,
CA1210023,LOLETA C.S.D.,1,0,0,1,1,N,None,49.19,34.30%,0.00%,
CA2700691,PESANTE RD WS #06,1,0,0,1,1,N,None,62.07,70.90%,0.00%,
CA4900669,WENDELL LANE MUTUAL WATER COMPANY,1,0,0,1,1,N,None,48.70,32.80%,0.00%,
CA4900892,SUMMIT VIEW RANCH MUTUAL WATER CO.,1,0,0,1,1,N,None,58.32,61.10%,0.00%,
CA1700630,PIER 1900 HOMEOWNER S ASSOCIATION,1,0,0,1,1,N,None,45.25,24.90%,0.00%,
CA4900551,MELITA HEIGHTS MUTUAL WATER COMPANY,1,0,0,1,1,N,None,50.30,37.70%,0.00%,
CA2701295,ESALEN INSTITUTE WS,1,1,0,2,2,N,None,76.21,95.70%,0.00%,
CA1500599,CHOCTAW VALLEY MUTUAL WATER CO.,1,0,0,1,1,N,None,55.51,52.90%,33.40%,
CA2800035,RIVER RANCH FARM WORKER CENTER,1,0,0,1,1,N,None,59.61,64.60%,60.45%,
CA3301630,BLYTHE - HIDDEN BEACHES,1,0,0,1,1,N,None,46.28,27.10%,0.00%,
CA3500510,MCMAHON ROAD MUTUAL WATER COMPANY,1,0,0,1,1,N,None,50.10,37.10%,0.00%,
CA3500575,SPRINGWOOD ESTATES MWC,1,0,0,1,1,N,None,47.90,30.90%,0.00%,
CA3500509,TRES PINOS CWD,1,0,0,1,1,N,None,58.62,61.80%,0.00%,
CA4710009,"WEED, CITY OF",5,0,0,5,1,N,None,48.01,31.30%,0.00%,
CA1910242,CALIFORNIA WATER SERVICE CO-LAKE HUGHES,4,0,0,4,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA1500404,PINEBROOK COMMUNITY WATER WELL,2,0,0,2,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA3600283,DEPARTMENT OF WATER AND POWER,3,0,0,3,1,N,None,DWR Not Assessed,DWR Not Assessed,0.00%,
CA4700884,SHASTINA MOBILE ESTATES,2,0,0,2,1,N,None,58.63,61.80%,0.00%,
CA4010012,HERITAGE RANCH CSD,0,1,0,1,1,N,None,60.73,67.80%,0.00%,
CA3610033,MT BALDY HOMEOWNERS ASSN.,3,0,0,3,1,N,None,63.31,73.90%,0.00%,
CA1910006,SO. CAL. EDISON CO.-SANTA CATALINA,11,2,0,13,2,N,None,56.94,57.10%,0.00%,
CA0105008,CASTLEWOOD DOMESTIC WATER SYSTEM,0,0,1,1,1,Y,1,38.00,11.30%,100.00%,
CA2700740,SAN MIGUEL WS #03,0,0,1,1,1,Y,1,49.17,34.20%,100.00%,
CA3901159,WILKINSON MANOR A-ZONE PWS,0,0,1,1,1,Y,1,56.54,55.80%,100.00%,
CA4400599,SUNSET BEACH MUTUAL WATER CO,0,0,1,1,1,Y,1,41.18,17.30%,100.00%,
CA5000408,WESTLEY CSD,0,0,1,1,1,Y,1,53.55,47.30%,100.00%,
CA0400149,HUMBOLDT WOODLANDS MUTUAL,1,0,0,1,1,N,None,66.13,79.80%,0.00%,
CA0707517,COLONIA SANTA MARIA,1,0,0,1,1,N,None,70.90,89.40%,0.00%,
CA0707574,SANTIAGO ISLAND VILLAGE,1,0,0,1,1,N,None,68.44,85.10%,0.00%,
CA0800532,BIG ROCK C.S.D.,1,0,0,1,1,N,None,64.03,75.60%,0.00%,
CA1400144,SUNLAND VILLAGE MOBILE HOME PARK,1,0,0,1,1,N,None,68.56,85.20%,0.00%,
CA1700606,BAYCLIFF WATER,1,0,0,1,1,N,None,70.54,88.70%,0.00%,
CA1900721,TERRA NOVA MOBILE HOME PARK,1,0,0,1,1,N,None,66.97,81.20%,0.00%,
CA1900767,GOLDEN VALLEY MUNICIPAL WATER DISTRICT,1,0,0,1,1,N,None,71.33,89.80%,0.00%,
CA3301512,PINYON PINES COUNTY WATER DIST,1,0,0,1,1,N,None,65.90,79.00%,0.00%,
CA3600386,FOOTHILL ESTATES MHP,1,0,0,1,1,N,None,67.77,83.30%,0.00%,
CA4300560,GREEN MOUNTAIN WATER COMPANY,1,0,0,1,1,N,None,67.62,82.90%,0.00%,
CA4500054,BALLS FERRY FISHING RESORT,1,0,0,1,1,N,None,68.04,84.20%,0.00%,
CA4500098,ANDERSON MOBILE HOME PARK,1,0,0,1,1,N,None,63.92,75.30%,0.00%,
CA4600018,SIERRAVILLE P.U.D.,1,0,0,1,1,N,None,66.98,81.30%,0.00%,
CA4800531,VACA VILLA APARTMENTS,1,0,0,1,1,N,None,69.55,86.80%,0.00%,
CA4900570,PALOMINO LAKES MUTUAL WATER CO.,1,0,0,1,1,N,None,67.96,84.00%,0.00%,
CA5200548,LASSEN VIEW WATER DISTRICT,1,0,0,1,1,N,None,64.29,76.20%,0.00%,
CA5200562,SKY VIEW COUNTY WATER,1,0,0,1,1,N,None,64.31,76.40%,0.00%,
CA5800803,LOMA RICA WATER COMPANY,1,0,0,1,1,N,None,68.15,84.40%,0.00%,
CA0800556,HRC C.S.D.,1,0,0,1,1,N,None,67.88,83.60%,0.00%,
CA4200851,ROLLING HILLS MUTUAL WATER COMPANY,1,0,0,1,1,N,None,66.90,81.00%,0.00%,
CA5500119,YOSEMITE VISTA ESTATES,1,0,0,1,1,N,None,64.37,76.50%,0.00%,
CA0400041,FOREST RANCH MOBILE PARK,1,0,0,1,1,N,None,69.32,86.40%,0.00%,
CA0707523,FLAMINGO MOBILE MANOR,1,0,0,1,1,N,None,68.75,85.60%,0.00%,
CA0707594,CASA MEDANOS WATER SYSTEM,1,0,0,1,1,N,None,69.72,87.10%,0.00%,
CA0707601,RUSSOS MOBILE PARK,1,0,0,1,1,N,None,71.13,89.60%,0.00%,
CA0707608,MARINA MOBILE MANOR,1,0,0,1,1,N,None,71.01,89.50%,0.00%,
CA1900717,CASA DULCE ESTATES,1,0,0,1,1,N,None,67.01,81.30%,0.00%,
CA3303035,THERMAL PARK,1,0,0,1,1,N,None,64.95,77.40%,0.00%,
CA3310080,LAKE HEMET MWD-CAMP GROUND,1,0,0,1,1,N,None,71.03,89.60%,0.00%,
CA3600400,APPLE VALLEY VILLAGE MHE,1,0,0,1,1,N,None,65.97,79.40%,0.00%,
CA4500062,LONE TREE MOBILE HOME PARK,1,0,0,1,1,N,None,65.98,79.50%,0.00%,
CA4500104,SUNRISE MOBILEHOME PARK,1,0,0,1,1,N,None,67.92,83.80%,0.00%,
CA4500203,RAPID RIVER MOBILEHOME PARK,1,0,0,1,1,N,None,65.57,78.60%,0.00%,
