,CWSID,Not Expected,Expected,RegulatingAgency,WaterSystemName,Water Year,HUC8,ServiceConnections,Population,DSCI Dry Season Average,DSCI Wet Season Average,DSCI Dry Wet Delta,Total Number of Water Sources,Score_SCV,Score_SCM,Score_CriticallyOverdraftedGroundwaterBasin,Intertie,Wholesalers,Curtailment,HUC_Categories,Outcome,PWPhysicalAddressLat,PWPhysicalAddressLong
1455,CA2210503,0.9368312932532563,0.06316870674674374,DISTRICT 11 - MERCED,YOSEMITE NPS-YOSEMITE VALLEY,2022,18040008,235.0,1000,460.6731818181818,401.83299999999997,58.840181818181804,3.0,0.0,0.0,0,0.0,0.0,0,2,0,37.7449946,-119.596643
1456,CA3700937,0.9369499942374886,0.0630500057625116,LPA67 - SAN DIEGO COUNTY,LAZY H MUTUAL WATER COMPANY,2022,18070303,43.0,70,197.82363636363633,200.23800000000003,-2.414363636363703,3.0,0.0,0.0,0,1.0,0.0,0,1,0,33.2870226,-116.9578075
1457,CA3010068,0.9373389811163547,0.06266101888364517,DISTRICT 08 - SANTA ANA,EAST ORANGE COUNTY WD - RZ,2022,18070204,1208.0,3247,300.0,240.0,60.0,4.0,0.0,0.0,0,1.0,0.0,0,1,0,33.7892992,-117.8222361
1458,CA5010038,0.9374006752429973,0.06259932475700263,DISTRICT 10 - STOCKTON,MODESTO IRRIGATION DISTRICT,2022,18040009,2.0,18,459.7577272727274,383.41499999999985,76.34272727272753,1.0,0.0,0.0,0,0.0,1.0,0,2,0,37.6542192,-120.6702447
1459,CA4710013,0.9375217565764771,0.06247824342352312,DISTRICT 01 - KLAMATH,LAKE SHASTINA C.S.D,2022,18010207,1293.0,2877,410.7677272727273,366.2176666666667,44.55006060606064,3.0,0.0,0.0,0,0.0,0.0,1,3,0,41.5282947,-122.3641763
1460,CA3010071,0.9375516878280917,0.06244831217190835,DISTRICT 08 - SANTA ANA,JOINT REGIONAL WATER SUPPLY SYSTEM,2022,18070301,44.0,0,286.085,234.00533333333337,52.07966666666661,1.0,0.0,0.0,0,1.0,1.0,0,1,0,33.4632588,-117.6496869
1461,CA1510049,0.9377624838437484,0.06223751615625171,DISTRICT 19 - TEHACHAPI,CWS - LAKELAND,2022,18030003,212.0,292,481.8599999999999,405.1546666666666,76.70533333333327,4.0,0.0,0.0,0,0.0,0.0,0,2,0,35.6313032,-118.4694479
1462,CA4300909,0.9378491169753671,0.06215088302463288,DISTRICT 17 - SANTA CLARA,LICK OBSERVATORY-UCSC,2022,18050004,32.0,284,454.8836363636364,374.455,80.42863636363643,2.0,0.0,0.0,0,0.0,0.0,0,1,0,37.385095,-121.6397184
1463,CA1910240,0.9378549929396237,0.062145007060376053,DISTRICT 22 - ANGELES,SANTA CLARITA VALLEY W.A.-VALENCIA DIVIS,2022,18070102,30843.0,99774,437.2009090909091,342.47900000000004,94.72190909090904,1.0,0.0,0.0,0,1.0,0.0,0,1,0,34.4347362,-118.5643868
1464,CA5500363,0.9379130925008982,0.06208690749910171,DISTRICT 11 - MERCED,TUD-WARDS FERRY RANCHES,2022,18040009,22.0,63,459.7577272727274,383.41499999999985,76.34272727272753,2.0,0.0,0.0,0,0.0,0.0,0,2,0,37.9398367,-120.3319744
1465,CA0500075,0.9379598686624876,0.06204013133751241,LPA35 - CALAVERAS COUNTY,LAKESIDE MOBILE ESTATES,2022,18040011,24.0,54,453.2640909090909,384.26266666666663,69.00142424242426,1.0,0.0,0.0,0,0.0,0.0,0,2,0,38.3267082,-120.5192973
1466,CA5010017,0.9380348325628808,0.06196516743711919,DISTRICT 10 - STOCKTON,"PATTERSON, CITY OF",2022,18040002,6888.0,23764,443.1045454545454,393.59299999999996,49.511545454545455,7.0,0.0,0.0,1,0.0,0.0,0,2,0,37.4716546,-121.1299128
1467,CA3710044,0.9380636374228917,0.06193636257710845,DISTRICT 14 - SAN DIEGO,RINCON DEL DIABLO MWD (ID-A),2022,18070303,1063.0,3330,197.82363636363633,200.23800000000003,-2.414363636363703,1.0,0.0,0.0,0,1.0,0.0,0,1,0,33.1516274,-117.0954508
1468,CA2000552,0.9382651208772836,0.06173487912271621,LPA50 - MADERA COUNTY,MD 24 TEAFORD MEADOW LAKES,2022,18040006,66.0,150,474.41772727272706,398.43333333333334,75.98439393939373,3.0,0.0,0.0,0,0.0,0.0,0,2,0,37.2293678,-119.5094012
1469,CA1910154,0.9382664169831956,0.0617335830168044,DISTRICT 16 - CENTRAL,CITY OF SOUTH PASADENA,2022,18070105,6243.0,26174,399.92090909090916,307.84866666666665,92.07224242424252,4.0,0.0,0.0,0,1.0,0.0,0,1,0,34.115201,-118.1595586
1470,CA3600504,0.9383224103670363,0.061677589632963783,LPA66 - SAN BERNARDINO COUNTY,KNOLL ENTERPRISES,2022,18090208,22.0,500,386.16,323.8466666666667,62.31333333333333,3.0,0.0,0.0,0,0.0,0.0,0,3,0,34.7270853,-116.1628301
1471,CA3700866,0.9383375595361166,0.06166244046388354,LPA67 - SAN DIEGO COUNTY,DEL DIOS MUTUAL WATER COMPANY,2022,18070303,148.0,330,197.82363636363633,200.23800000000003,-2.414363636363703,3.0,0.0,0.0,0,1.0,0.0,0,1,0,33.0852605,-117.1382404
1472,CA1910179,0.9383588272795965,0.0616411727204037,DISTRICT 07 - HOLLYWOOD,"BURBANK-CITY, WATER DEPT.",2022,18070105,25618.0,105861,399.92090909090916,307.84866666666665,92.07224242424252,1.0,0.0,0.0,0,1.0,0.0,0,1,0,34.1779551,-118.3166046
1473,CA2000551,0.9384469517099094,0.061553048290090624,LPA50 - MADERA COUNTY,MD 07 MARINA VIEW HEIGHTS,2022,18040006,83.0,200,474.41772727272706,398.43333333333334,75.98439393939373,3.0,0.0,0.0,0,0.0,0.0,0,2,0,37.3366179,-119.5794383
1474,CA5410016,0.9384581840606682,0.061541815939331744,DISTRICT 12 - VISALIA,CWS - VISALIA,2022,18030007,46248.0,141165,464.240909090909,406.666,57.57490909090899,1.0,0.0,0.0,0,1.0,0.0,0,2,0,36.3300384,-119.2631962
1475,CA1510027,0.9385485830130833,0.061451416986916606,DISTRICT 19 - TEHACHAPI,DESERT LAKE COMM SERV DIST,2022,18090206,242.0,1036,435.92681818181813,355.557,80.36981818181812,2.0,0.0,0.0,0,1.0,0.0,0,3,0,35.002036,-117.6936016
1476,CA5500096,0.9386350457476338,0.06136495425236625,DISTRICT 11 - MERCED,SIERRA TWAIN HARTE MHP,2022,18040009,46.0,129,459.7577272727274,383.41499999999985,76.34272727272753,2.0,0.0,0.0,0,0.0,0.0,0,2,0,38.0414418,-120.2891516
1477,CA1900563,0.9386793851857511,0.061320614814248844,DISTRICT 07 - HOLLYWOOD,"SUNDALE MUTUAL WATER COMPANY A, B",2022,18090206,330.0,1100,435.92681818181813,355.557,80.36981818181812,4.0,0.0,0.0,0,0.0,0.0,0,3,0,34.6824502,-118.1656706
1478,CA4210013,0.9387906848870545,0.06120931511294539,DISTRICT 06 - SANTA BARBARA,SOLVANG WATER DIVISION,2022,18060010,2190.0,5792,377.27272727272725,309.2846666666667,67.98806060606057,7.0,0.0,0.0,0,1.0,0.0,0,1,0,34.5935985,-120.1414736
1479,CA5610059,0.938837548339467,0.0611624516605331,DISTRICT 06 - SANTA BARBARA,GOLDEN STATE WATER COMPANY - SIMI VALLEY,2022,18070103,13652.0,43934,445.45454545454544,343.3333333333333,102.12121212121212,3.0,0.0,0.0,0,1.0,0.0,0,1,0,34.2713295,-118.7032236
1480,CA5500071,0.9388774570946405,0.0611225429053594,DISTRICT 11 - MERCED,RAWHIDE INVESTMENT COMPANY,2022,18040009,100.0,269,459.7577272727274,383.41499999999985,76.34272727272753,2.0,0.0,0.0,0,0.0,0.0,0,2,0,37.9532584,-120.4226952
1481,CA5610011,0.9389963037159016,0.061003696284098304,DISTRICT 06 - SANTA BARBARA,CITY OF SANTA PAULA,2022,18070102,7875.0,29321,437.2009090909091,342.47900000000004,94.72190909090904,5.0,0.0,0.0,0,0.0,0.0,0,1,0,34.3485802,-119.0707668
1482,CA1510005,0.9390248559776517,0.060975144022348216,DISTRICT 12 - VISALIA,"DELANO, CITY OF",2022,18030005,10076.0,53936,477.0686363636363,406.6666666666667,70.40196969696962,15.0,0.0,0.0,1,0.0,0.0,0,2,0,35.7509091,-119.2413857
1483,CA5510016,0.9390923029613159,0.060907697038684094,DISTRICT 11 - MERCED,"SIERRA PARK WATER COMPANY, INC.",2022,18040009,347.0,300,459.7577272727274,383.41499999999985,76.34272727272753,2.0,0.0,0.0,0,0.0,0.0,0,2,0,38.077542,-120.152577
1484,CA1500290,0.939211948462475,0.06078805153752518,DISTRICT 19 - TEHACHAPI,NORTH MUROC MUTUAL WATER COMPANY,2022,18090206,198.0,270,435.92681818181813,355.557,80.36981818181812,2.0,0.0,0.0,0,1.0,0.0,0,3,0,35.0191383,-117.8338674
1485,CA5610015,0.9393006299914539,0.06069937000854611,DISTRICT 06 - SANTA BARBARA,VENTURA CWWD NO. 19 - SOMIS,2022,18070103,1092.0,3275,445.45454545454544,343.3333333333333,102.12121212121212,4.0,0.0,0.0,0,1.0,0.0,0,1,0,34.2966475,-118.876383
1486,CA4110013,0.9393711238209687,0.06062887617903131,DISTRICT 17 - SANTA CLARA,CITY OF DALY CITY,2022,18050006,23107.0,106280,400.5718181818182,340.07399999999996,60.49781818181822,1.0,0.0,0.0,0,1.0,0.0,0,1,0,37.7027878,-122.484868
1487,CA0110012,0.9393738206552195,0.060626179344780644,DISTRICT 04 - SAN FRANCISCO,TOWN OF SUNOL - SFPUC,2022,18050004,107.0,352,454.8836363636364,374.455,80.42863636363643,1.0,0.0,0.0,0,1.0,0.0,0,1,0,37.5867626,-121.8334868
1488,CA2000506,0.9394217887094325,0.06057821129056747,LPA50 - MADERA COUNTY,SIERRA LINDA MUTUAL WATER CO,2022,18040006,89.0,200,474.41772727272706,398.43333333333334,75.98439393939373,3.0,0.0,0.0,0,0.0,0.0,0,2,0,37.2731105,-119.5342203
1489,CA0510012,0.939446832881134,0.060553167118865964,DISTRICT 10 - STOCKTON,CAMANCHE SOUTH SHORE-EBMUD,2022,18040011,448.0,1079,453.2640909090909,384.26266666666663,69.00142424242426,2.0,0.0,0.0,0,0.0,0.0,0,2,0,38.1915856,-120.8291033
1490,CA5000095,0.9395098730625183,0.06049012693748165,LPA80 - STANISLAUS COUNTY,SUNRISE VILLAGE MHP,2022,18040009,0.0,339,459.7577272727274,383.41499999999985,76.34272727272753,3.0,0.0,0.0,0,0.0,0.0,0,2,0,37.6332089,-120.9974073
1491,CA3310026,0.9395241051052732,0.06047589489472684,DISTRICT 20 - RIVERSIDE,NUEVO WATER COMPANY,2022,18070202,1882.0,7033,300.0,240.0,60.0,4.0,0.0,0.0,0,1.0,0.0,0,1,0,33.8173673,-117.1317605
1492,CA1510002,0.9396220911242361,0.06037790887576382,DISTRICT 19 - TEHACHAPI,BORON CSD,2022,18090206,641.0,2253,435.92681818181813,355.557,80.36981818181812,2.0,0.0,0.0,0,1.0,0.0,0,3,0,35.0,-117.65
1493,CA3610026,0.9397194290318033,0.060280570968196556,DISTRICT 13 - SAN BERNARDINO,SBDNO COUNTY SERVICE AREA 70 CEDAR GLEN,2022,18090208,341.0,1236,386.16,323.8466666666667,62.31333333333333,3.0,0.0,0.0,0,1.0,0.0,0,3,0,34.2538547,-117.1629416
1494,CA3610093,0.9397264179424148,0.0602735820575853,DISTRICT 13 - SAN BERNARDINO,ARROWHEAD VILLAS MUTUAL SERVICE COMPANY,2022,18090208,798.0,2654,386.16,323.8466666666667,62.31333333333333,3.0,0.0,0.0,0,1.0,0.0,0,3,0,34.2393327,-117.1859257
1495,CA3710707,0.9397414343929165,0.06025856560708372,DISTRICT 14 - SAN DIEGO,USN SAN CLEMENTE ISLAND,2022,18070304,267.0,670,195.45454545454547,200.02,-4.565454545454543,2.0,0.0,0.0,0,1.0,0.0,0,1,0,32.7183501,-117.171372
1496,CA5610058,0.9397503550437557,0.0602496449562442,DISTRICT 06 - SANTA BARBARA,CRESTVIEW MUTUAL WATER CO,2022,18070103,630.0,2040,445.45454545454544,343.3333333333333,102.12121212121212,4.0,0.0,0.0,0,1.0,0.0,0,1,0,34.2406369,-119.0718737
1497,CA1910242,0.9397963625994471,0.06020363740055285,DISTRICT 22 - ANGELES,CALIFORNIA WATER SERVICE CO-LAKE HUGHES,2022,18090206,208.0,952,435.92681818181813,355.557,80.36981818181812,4.0,0.0,0.0,0,0.0,0.0,0,3,0,34.6476592,-118.2192181
1498,CA1500424,0.9397981841576576,0.06020181584234239,DISTRICT 19 - TEHACHAPI,LANDS OF PROMISE MWC,2022,18090206,63.0,174,435.92681818181813,355.557,80.36981818181812,4.0,0.0,0.0,0,0.0,0.0,0,3,0,34.8971853,-118.2387057
1499,CA3301115,0.9398084158561916,0.06019158414380836,LPA63 - RIVERSIDE COUNTY,CHIRIACO SUMMIT WATER DIST.,2022,18100100,44.0,534,401.2404545454546,332.66333333333324,68.57712121212137,1.0,0.0,0.0,0,1.0,0.0,0,3,0,33.6620051,-115.7209861
1500,CA5610017,0.9398419743757815,0.060158025624218465,DISTRICT 06 - SANTA BARBARA,VENTURA WATER DEPARTMENT,2022,18070101,28971.0,113500,414.88909090909095,322.8853333333334,92.00375757575756,1.0,0.0,0.0,0,1.0,0.0,0,1,0,34.2755443,-119.2804287
1501,CA1910246,0.9398744750789298,0.06012552492107011,DISTRICT 07 - HOLLYWOOD,LAND PROJECTS MUTUAL WATER CO.,2022,18090206,544.0,1500,435.92681818181813,355.557,80.36981818181812,4.0,0.0,0.0,0,0.0,0.0,0,3,0,34.7544242,-118.2878915
1502,CA5500125,0.9398886038685657,0.06011139613143444,DISTRICT 11 - MERCED,MOTHER LODE MOBILE ESTATES,2022,18040009,75.0,210,459.7577272727274,383.41499999999985,76.34272727272753,2.0,0.0,0.0,0,1.0,0.0,0,2,0,37.9682572,-120.3340008
1503,CA2000521,0.9399678692523458,0.060032130747654164,DISTRICT 11 - MERCED,BROADVIEW TERRACE MUTUAL WATER COMPANY,2022,18040007,178.0,498,446.6604545454545,407.78499999999997,38.875454545454545,5.0,0.0,0.0,0,1.0,0.0,0,2,0,37.3278033,-119.6436119
1504,CA3710004,0.9399922256172574,0.060007774382742705,DISTRICT 14 - SAN DIEGO,"DEL MAR, CITY OF",2022,18070304,1870.0,4268,195.45454545454547,200.02,-4.565454545454543,4.0,0.0,0.0,0,1.0,0.0,0,1,0,32.9712087,-117.2655793
1505,CA3600196,0.9400104440463503,0.0599895559536498,LPA66 - SAN BERNARDINO COUNTY,CSA 70 W-4 PIONEERTOWN,2022,18100100,121.0,400,401.2404545454546,332.66333333333324,68.57712121212137,2.0,0.0,0.0,0,1.0,0.0,0,3,0,34.1564418,-116.4986445
1506,CA5010005,0.9401063336244199,0.05989366637557993,DISTRICT 10 - STOCKTON,CITY OF MODESTO - SALIDA,2022,18040010,4402.0,14530,433.1731818181817,370.59566666666666,62.57751515151506,6.0,0.0,0.0,0,1.0,0.0,0,2,0,37.7012091,-121.0863789
1507,CA5500193,0.940129437397069,0.05987056260293086,DISTRICT 11 - MERCED,TAMARRON MOBILE HOME PARK,2022,18040009,100.0,225,459.7577272727274,383.41499999999985,76.34272727272753,2.0,0.0,0.0,0,1.0,0.0,0,2,0,37.9782031,-120.3231677
1508,CA3410023,0.9401542178249328,0.05984578217506703,DISTRICT 09 - SACRAMENTO,CAL AM FRUITRIDGE VISTA,2022,18020163,4623.0,15385,486.3636363636364,379.68,106.68363636363637,15.0,0.0,0.0,0,1.0,0.0,0,2,0,38.5817794,-121.5048137
1509,CA1910019,0.9401755102644422,0.059824489735557755,DISTRICT 16 - CENTRAL,"CERRITOS - CITY, WATER DEPT.",2022,18070106,15754.0,49041,381.4040909090909,300.99333333333345,80.41075757575743,4.0,0.0,0.0,0,1.0,0.0,0,1,0,33.8667832,-118.0641246
1510,CA4010001,0.9402531541593963,0.0597468458406037,DISTRICT 06 - SANTA BARBARA,"ARROYO GRANDE, WATER DEPARTMENT",2022,18060006,6835.0,17641,377.9072727272727,314.264,63.64327272727269,9.0,0.0,0.0,0,1.0,0.0,0,1,0,35.1242273,-120.5761142
1511,CA3701408,0.9402999146455477,0.059700085354452426,DISTRICT 14 - SAN DIEGO,YUIMA MUNICIPAL WATER DISTRICT,2022,18070303,105.0,350,197.82363636363633,200.23800000000003,-2.414363636363703,4.0,0.0,0.0,0,1.0,0.0,0,1,0,33.2870226,-116.9578075
1512,CA5500041,0.9403618519581801,0.05963814804181976,DISTRICT 11 - MERCED,ALPINE ACRES MUTUAL WATER CO,2022,18040009,55.0,59,459.7577272727274,383.41499999999985,76.34272727272753,2.0,0.0,0.0,0,0.0,0.0,0,2,0,38.0170792,-120.2799139
1513,CA2610003,0.9404035921498781,0.0595964078501219,DISTRICT 13 - SAN BERNARDINO,BRIDGEPORT PUD,2022,16050301,258.0,851,371.00363636363636,330.85566666666665,40.14796969696971,2.0,0.0,0.0,0,0.0,0.0,0,3,0,38.2517359,-119.2310568
1514,CA5500092,0.9404549489428881,0.05954505105711186,DISTRICT 11 - MERCED,PONDEROSA MOBILE HOME PARK,2022,18040009,58.0,52,459.7577272727274,383.41499999999985,76.34272727272753,2.0,0.0,0.0,0,0.0,0.0,0,2,0,38.0195834,-120.2809052
1515,CA3410031,0.9404871543328337,0.059512845667166345,DISTRICT 09 - SACRAMENTO,CALAM - ANTELOPE,2022,18020111,10617.0,34720,486.3636363636364,379.941,106.4226363636364,19.0,0.0,0.0,0,1.0,0.0,0,2,0,38.6527955,-121.4255067
1516,CA2000502,0.9405314489958554,0.059468551004144575,LPA50 - MADERA COUNTY,BASS LAKE HEIGHTS MUTUAL WATER,2022,18040006,90.0,250,474.41772727272706,398.43333333333334,75.98439393939373,3.0,0.0,0.0,0,0.0,0.0,0,2,0,37.3174427,-119.584113
1517,CA3710750,0.9405328000593647,0.05946719994063555,DISTRICT 14 - SAN DIEGO,NAS NORTH ISLAND & NAB CORONADO,2022,18070304,1385.0,6000,195.45454545454547,200.02,-4.565454545454543,3.0,0.0,0.0,0,1.0,0.0,0,1,0,32.6833364,-117.1220632
1518,CA2610700,0.9405639728451884,0.05943602715481162,DISTRICT 13 - SAN BERNARDINO,USMC/MTN WARFARE TRNG CTR - BRIDGEPORT,2022,16050301,30.0,1200,371.00363636363636,330.85566666666665,40.14796969696971,2.0,0.0,0.0,0,0.0,0.0,0,3,0,38.2557045,-119.2313932
1519,CA0510004,0.9407267468608976,0.05927325313910251,DISTRICT 10 - STOCKTON,CCWD - SHEEP RANCH,2022,18040011,47.0,134,453.2640909090909,384.26266666666663,69.00142424242426,1.0,0.0,1.0,0,0.0,0.0,0,2,0,38.2105462,-120.4554701
1520,CA3710045,0.9407720291491423,0.059227970850857764,DISTRICT 14 - SAN DIEGO,POSEIDON RESOURCES - CDP,2022,18070303,1.0,0,197.82363636363633,200.23800000000003,-2.414363636363703,1.0,0.0,0.0,0,0.0,1.0,0,1,0,33.1385619,-117.3347224
1521,CA3610064,0.9407819595746371,0.059218040425362994,DISTRICT 13 - SAN BERNARDINO,EAST VALLEY WATER DISTRICT,2022,18070203,21437.0,103000,301.88772727272726,245.40133333333333,56.486393939393935,1.0,0.0,0.0,0,1.0,0.0,0,1,0,34.105041,-117.1255929
1522,CA3900907,0.9409886246736261,0.059011375326373836,LPA69 - SAN JOAQUIN COUNTY,BEL AIR MOBILE ESTATE,2022,18040011,117.0,150,453.2640909090909,384.26266666666663,69.00142424242426,3.0,0.0,0.0,1,0.0,0.0,0,2,0,38.0096429,-121.2342212
1523,CA1910023,0.9411253517015185,0.0588746482984816,DISTRICT 16 - CENTRAL,AVERYDALE MWC,2022,18090206,300.0,964,435.92681818181813,355.557,80.36981818181812,4.0,0.0,0.0,0,0.0,0.0,0,3,0,34.7157245,-118.0643616
1524,CA0510009,0.9413176684558813,0.05868233154411876,DISTRICT 10 - STOCKTON,BLUE LAKE SPRINGS MUT WTR,2022,18040010,1721.0,4600,433.1731818181817,370.59566666666666,62.57751515151506,4.0,0.0,0.0,0,1.0,0.0,0,2,0,38.2602556,-120.3305555
1525,CA5500019,0.9414734499150272,0.05852655008497276,DISTRICT 11 - MERCED,JENNESS PARK CHRISTIAN CAMP,2022,18040009,0.0,505,459.7577272727274,383.41499999999985,76.34272727272753,2.0,0.0,0.0,0,0.0,0.0,0,2,0,38.1527108,-120.0654501
1526,CA1010025,0.9415650453040664,0.058434954695933676,DISTRICT 23 - FRESNO,CITY OF PARLIER,2022,18030012,2688.0,15286,459.70363636363635,403.8476666666666,55.85596969696974,6.0,0.0,0.0,1,0.0,0.0,0,2,0,36.6114319,-119.5347867
1527,CA0105008,0.9417687223489476,0.05823127765105228,DISTRICT 04 - SAN FRANCISCO,CASTLEWOOD DOMESTIC WATER SYSTEM,2022,18050004,206.0,524,454.8836363636364,374.455,80.42863636363643,1.0,0.0,0.0,0,1.0,0.0,0,1,0,37.6315095,-121.8939705
1528,CA5510002,0.941884958672014,0.058115041327985936,DISTRICT 11 - MERCED,TUD - PONDEROSA,2022,18040009,624.0,1647,459.7577272727274,383.41499999999985,76.34272727272753,1.0,0.0,0.0,0,0.0,1.0,0,2,0,37.9931332,-120.2214985
1529,CA1010027,0.9420722681690104,0.05792773183098973,DISTRICT 23 - FRESNO,"REEDLEY, CITY OF",2022,18030012,5880.0,25917,459.70363636363635,403.8476666666666,55.85596969696974,6.0,0.0,0.0,1,0.0,0.0,0,2,0,36.5985121,-119.4533517
1530,CA1510019,0.9421211332514067,0.057878866748593265,DISTRICT 12 - VISALIA,"SHAFTER, CITY OF",2022,18030012,4901.0,20500,459.70363636363635,403.8476666666666,55.85596969696974,7.0,0.0,0.0,1,0.0,0.0,0,2,0,35.50161,-119.2734688
1531,CA3900831,0.9422111658761807,0.05778883412381933,LPA69 - SAN JOAQUIN COUNTY,ARBOR MOBILE HOME PARK WS,2022,18040012,173.0,340,452.47727272727263,372.1929999999999,80.28427272727271,1.0,0.0,0.0,1,0.0,0.0,0,2,0,38.1618135,-121.2607023
1532,CA1610005,0.9422282677586274,0.05777173224137254,DISTRICT 12 - VISALIA,"LEMOORE, CITY OF",2022,18030012,7306.0,26093,459.70363636363635,403.8476666666666,55.85596969696974,11.0,0.0,0.0,1,0.0,0.0,0,2,0,36.3039247,-119.7927239
1533,CA3710019,0.9423317416700194,0.05766825832998061,DISTRICT 14 - SAN DIEGO,RAMONA MUNICIPAL WD,2022,18070304,9556.0,35628,195.45454545454547,200.02,-4.565454545454543,3.0,0.0,0.0,0,1.0,0.0,0,1,0,33.0514158,-116.8553734
1534,CA1910157,0.9423425608717458,0.05765743912825426,DISTRICT 15 - METROPOLITAN,SUNNY SLOPE WATER CO.,2022,18070105,6337.0,30700,399.92090909090916,307.84866666666665,92.07224242424252,5.0,0.0,0.0,0,0.0,0.0,0,1,0,34.1299046,-118.0886291
1535,CA5610009,0.9426600588397563,0.057339941160243685,DISTRICT 06 - SANTA BARBARA,PORT HUENEME WATER DEPT,2022,18070103,5848.0,21926,445.45454545454544,343.3333333333333,102.12121212121212,5.0,0.0,0.0,1,1.0,0.0,0,1,0,34.1496971,-119.1948887
1536,CA3900561,0.9427289875686199,0.057271012431380136,LPA69 - SAN JOAQUIN COUNTY,LODI LAKE MOBILE HOME PARK,2022,18040012,54.0,104,452.47727272727263,372.1929999999999,80.28427272727271,1.0,0.0,0.0,1,0.0,0.0,0,2,0,38.1507851,-121.3010793
1537,CA3900721,0.9427550784931521,0.05724492150684793,LPA69 - SAN JOAQUIN COUNTY,WOODBRIDGE MOBILE ESTATES,2022,18040012,37.0,110,452.47727272727263,372.1929999999999,80.28427272727271,1.0,0.0,0.0,1,0.0,0.0,0,2,0,38.150896,-121.3018726
1538,CA1910195,0.9428229023691308,0.057177097630869214,DISTRICT 15 - METROPOLITAN,GSWC - HOLLYDALE,2022,18070106,1665.0,7691,381.4040909090909,300.99333333333345,80.41075757575743,5.0,0.0,0.0,0,1.0,0.0,0,1,0,33.9620372,-118.0593621
1539,CA3700936,0.9429965105116741,0.057003489488325836,LPA67 - SAN DIEGO COUNTY,RANCHO ESTATES MUTUAL WATER CO.,2022,18070303,89.0,200,197.82363636363633,200.23800000000003,-2.414363636363703,5.0,0.0,0.0,0,1.0,0.0,0,1,0,33.3367932,-117.0068015
1540,CA1910243,0.9434965820403909,0.056503417959609205,DISTRICT 22 - ANGELES,CALIFORNIA WATER SERVICE CO-LEONA VALLEY,2022,18090206,434.0,900,435.92681818181813,355.557,80.36981818181812,3.0,0.0,0.0,0,1.0,0.0,0,3,0,34.6476592,-118.2192181
1541,CA5410801,0.9436221991195382,0.056377800880461924,DISTRICT 24 - TULARE,PORTERVILLE DEVELOPMENTAL CENTER,2022,18030006,99.0,1327,467.75181818181807,406.6666666666667,61.08515151515138,6.0,0.0,0.0,1,0.0,0.0,0,2,0,36.0446131,-118.9826132
1542,CA1510023,0.9436287510050069,0.056371248994993246,DISTRICT 19 - TEHACHAPI,LAKE OF THE WOODS MWC,2022,18030003,401.0,1103,481.8599999999999,405.1546666666666,76.70533333333327,5.0,0.0,0.0,0,0.0,0.0,0,2,0,34.8222609,-118.9444266
1543,CA3710018,0.9436379234436172,0.05636207655638283,DISTRICT 14 - SAN DIEGO,RINCON DEL DIABLO MWD (ID-1),2022,18070303,7410.0,28689,197.82363636363633,200.23800000000003,-2.414363636363703,4.0,0.0,0.0,0,1.0,0.0,0,1,0,33.1516274,-117.0954508
1544,CA5610005,0.9436881203630044,0.05631187963699567,DISTRICT 06 - SANTA BARBARA,MEINERS OAKS CWD,2022,18070101,1280.0,4200,414.88909090909095,322.8853333333334,92.00375757575756,5.0,0.0,0.0,0,1.0,0.0,0,1,0,34.4489191,-119.2774064
1545,CA4200703,0.9437209277005641,0.0562790722994359,LPA72 - SANTA BARBARA COUNTY,EL CAPITAN MUTUAL WATER COMPANY,2022,18060013,28.0,325,377.27272727272725,306.816,70.45672727272728,8.0,0.0,0.0,0,0.0,0.0,0,1,0,34.4358294,-119.8276389
1546,CA1900301,0.9438714603861995,0.056128539613800425,LPA49 - LA COUNTY,SHADOW ACRES MUTUAL WATER COMPANY,2022,18090206,163.0,431,435.92681818181813,355.557,80.36981818181812,3.0,0.0,0.0,0,1.0,0.0,0,3,0,34.6144944,-118.1654751
1547,CA4810008,0.9439416754714568,0.05605832452854333,DISTRICT 04 - SAN FRANCISCO,CITY OF VACAVILLE,2022,18020163,29929.0,96735,486.3636363636364,379.68,106.68363636363637,19.0,0.0,0.0,0,1.0,0.0,0,2,0,38.3453884,-121.9038405
1548,CA3900586,0.9439853239553327,0.05601467604466721,LPA69 - SAN JOAQUIN COUNTY,B&G MOBILE HOME PARK LLC WS,2022,18040012,22.0,50,452.47727272727263,372.1929999999999,80.28427272727271,1.0,0.0,0.0,1,0.0,0.0,0,2,0,38.2041021,-121.2618766
1549,CA1910218,0.9442032199941542,0.05579678000584581,DISTRICT 07 - HOLLYWOOD,LA HABRA HEIGHTS CWD,2022,18070106,2002.0,5459,381.4040909090909,300.99333333333345,80.41075757575743,5.0,0.0,0.0,0,1.0,0.0,0,1,0,33.9477192,-117.9647941
1550,CA1910225,0.944225535930663,0.055774464069336865,DISTRICT 22 - ANGELES,LAS VIRGENES MWD,2022,18070104,20037.0,72602,412.4709090909092,317.6666666666667,94.80424242424249,3.0,0.0,0.0,0,1.0,0.0,0,1,0,34.1365168,-118.7013675
1551,CA1910029,0.9442470305456421,0.05575296945435806,DISTRICT 07 - HOLLYWOOD,CITY OF INDUSTRY WATERWORKS SYSTEMS,2022,18070106,1852.0,6151,381.4040909090909,300.99333333333345,80.41075757575743,5.0,0.0,0.0,0,1.0,0.0,0,1,0,34.0205301,-117.9523361
